Cairo,Nasr City,Dental,Al-Massa Dental Center,,102 Makram Ebeid Street - In front of City Center,01022115757,
Cairo,Fifth Settlement,Dental,Al-Nour Dental Center,,South Academy Service Center Plot 21/1 next to Hassan El-Sherbatly Mosque - UMC First Medical Mall,01115693339,011 42888011
Cairo,Nasr City,Dental,Al-Nour Dental Center,,5 Abbas Al-Akkad Street,01277199299,02 24028081
Cairo,Nasr City,Dental,American Dental Care Center,,Main Makram Ebeid Street - In front of Mostafa Al-Sallab Ceramics,01226747777,
Cairo,Heliopolis,Dental,Pearl Dental Center,,Al-Khalifa Al-Maamoun Street - Roxy Square 80,01000189918,02 24506731
Cairo,Helwan,Dental,Dr. Ehab Safwat Center,,D Ahmed Anas Street - In front of Holy Family Boys School 28 - Helwan,01022250798,
Cairo,Nasr City,Dental,Dr. Ehab Safwat Center,,Technology Mall Tower - Next to Saraya Mall and Nasr City Central - Nasr City,01027124822,
Cairo,Madinaty,Dental,Dr. Ehab Safwat Center,,Medical Center 1 - Behind Awlad Ragab - Clinic 109 - Madinaty,01010123610,
Cairo,Maadi,Dental,Dr. Ibrahim Basila Center (Hollywood Smile),,Al-Laselky Street with Al-Nasr - Moemen Building 71 - New Maadi,0225195387,01003220811
Cairo,Shubra,Dental,Dr. Ibrahim Basila Center (Hollywood Smile),,Building 100 Shubra Street in front of Rod El-Farag Metro Station - Rod El-Farag - Shubra,0225195387,01003220811
Cairo,Gesr El-Suez,Dental,Dr. Mohamed Abdel Hamid Zaki Center (Villa Center),,Gamal Abdel Nasser Street - Gesr El-Suez 397,19431766-01557020,02 26989823
Cairo,Hadayek El-Qobba,Dental,Dr. Mohamed Abdel Hamid Zaki Center (Villa Center),,Wali El-Ahd Extension - In front of Intelligence Wall 27 - Hadayek El-Qobba,01014182900,01145059228
Cairo,Fifth Settlement,Dental,Smart Dental Clinic Center - Dr. Hazem El-Beltagy,,Royal Building 6 - American University Axis - Next to Point 90 Mall - Fifth Settlement,012 08585853,02 25720824/5
Cairo,Sayeda Zeinab,Dental,Smart Dental Clinic Center - Dr. Hazem El-Beltagy,,34 Al-Koumy Street - In front of Saniya School - Sayeda Zeinab,012 08585853,02 23688336
Cairo,Maadi,Dental,Smart Dental Clinic Center - Dr. Hazem El-Beltagy,,20 Street 9 - Maadi Barracks - Sarayat Maadi,012 08585853,
Cairo,Heliopolis,Dental,Smart Dental Clinic Center - Dr. Hazem El-Beltagy,,11 Al-Ahram Street - Korba - Heliopolis,012 08585853,02 22904404
Cairo,Nasr City,Dental,Tiba Specialized Dental Center,,Al-Hamd Towers - Anwar Al-Mofty Street 1/4 off Abbas Al-Akkad Street - Behind Tiba Mall - Nasr City,0224046621,012 23418949
Cairo,Fifth Settlement,Dental,Crystal Teeth Dental Center,,North Ninety Street - Behind Air Force Hospital - CMC Building - Clinic 304,01019994947,
Cairo,Dokki,Dental,Crystal Teeth Dental Center,,Tahrir Street in front of Dokki Metro 108,01019994947,
Cairo,Zamalek,Dental,Crystal Teeth Dental Center,,Mohamed Mazhar Street - Zamalek 47,01019994947,
Cairo,Sheikh Zayed,Dental,Crystal Teeth Dental Center,,Exit Fourteen Mall - Third District 304 - Sheikh Zayed,01019994947,
Cairo,Maadi,Dental,Crystal Teeth Dental Center Smile Up,,Al-Saada Street - In front of Alwan Library 34,01019994947,
Cairo,Maadi,Dental,Crystal Teeth Dental Center,,Al-Laselky Street - New Maadi 2/2,01019994947,
Cairo,Mokattam,Dental,Crystal Teeth Dental Center,,Street 9 next to Remas Silver Shop 79,01019994947,
Cairo,Hadayek Al-Ahram,Dental,Crystal Teeth Dental Center,,167 D Gardenia Street in front of Gardenia Pharmacy - Hadayek Al-Ahram - First Gate,01019994947,
Cairo,Helwan,Dental,Crystal Teeth Dental Center,,Kasr Mall 30/32 Burhan Street with Haydar,01019994947,
Cairo,Nasr City,Dental,Crystal Teeth Dental Center,,Youth Engineers Buildings - Nasr Road 7 - Nasr City,01019994947,
Cairo,Heliopolis,Dental,Crystal Teeth Dental Center,,Thawra Street - Maza 104,01019994947,
Cairo,Maadi,Dental,Matar Dental Center,,Street 206 - Degla - Maadi 1,0225196062,01005651001
Cairo,Fifth Settlement,Dental,Natural Smile Dental Clinic Center,,CMC Mall - Clinic 115,01110543330,
Cairo,Fifth Settlement,Dental,We Care Dental Center,,South Ninety Street - Hala Mall 316 - Next to Cleopatra Ceramics,25345210-01028770,02 28108082
Cairo,Zahraa Maadi,Dental,We Care Dental Center,,Elite Tower Building Plot 2 - East of Autostrad - Zahraa Maadi,012 81333202,010 30789713
Cairo,Nasr City,Dental,We Care Dental Center,,Abbas Al-Akkad Street 66,81333204-01060070,02 22718228
Cairo,Heliopolis,Dental,We Care Dental Center,,Mahmoud Hafez Street 15 - off Safir Square - McDonald's Corner - In front of National Bank,81333218-01006594,02 27762383
Cairo,Nasr City,Dental,Wisdom Dental Center - Dr. Ashraf Hamdy Youssef,,17 Abu Al-Atahiya Street - Abbas Al-Akkad Extension - In front of International Garden,01022777994,
Cairo,Fifth Settlement,Dental,Whites Dental - Dr. Islam Shaheen,,Clinic 438 Cairo Medical Center CMC - North Ninety Street next to Air Force Hospital,01066001154,
Cairo,Rehab City,Dental,Whites Dental - Dr. Islam Shaheen,,Building 119 - Medical Park Elite - Gate 6 - New Cairo,01099259080,
Cairo,Maasara,Pharmacy,Dr. Ahmed Shokry,,Abdel Moneim Kotb Street intersection with Tira't El-Khashab Street - Arab Salam - Maasara,02 23679654,
Cairo,Nasr City,Pharmacy,Dr. Haitham Al-Asfar,,Ahmed El-Samman Street in front of Saraya Mall,01017300743,02 22870726
Cairo,Hadayek El-Qobba,Pharmacy,Abu Khaled Pharmacies,,Masr Wal Sudan Street - Hadayek El-Qobba 147,19655,
Cairo,Nile Corniche,Pharmacy,Abu Khaled Pharmacies,,Nile City Towers Mall - Nile Corniche,19655,
Cairo,Heliopolis,Pharmacy,Abu Khaled Pharmacies,,Mohamed Farid Street - Al-Fateh Mosque 81,19655,
Cairo,Heliopolis,Pharmacy,Abu Khaled Pharmacies,,Al-Nozha Street - Saint Fatima 170,19655,
Cairo,Fifth Settlement,Pharmacy,Al-Hayat Pharmacies,,Zizinia Compound - Gate 2 - In front of Mosque - Fifth Settlement,011 01101583/4,010 22222864
Cairo,Rehab City,Pharmacy,Al-Hayat Pharmacies,,Eastern Market - Rehab 2 - Lower G Square behind Banks Complex - Rehab,01165425-011 01165,02 26932282
Cairo,Maadi,Pharmacy,Al-Hayat Pharmacies,,Street 9 in front of Post Office - Next to Maadi Metro Station,99989522-01129115,02 3807902
Cairo,Mokattam,Pharmacy,Al-Hayat Pharmacies,,Street 9 in front of Arab Technology Institute next to Remas Land - Mokattam,011 03123910/1,02 25087776
Cairo,Nasr City,Pharmacy,Al-Hayat Pharmacies,,27 Mahmoud El-Bannan Street - Ninth Zone - Nasr City,44444212-010 91777,02 24703452
Cairo,Nasr City,Pharmacy,Al-Hayat Pharmacies,,123 Syndicate Buildings - Behind Al-Ahly Club - Sixth Zone - Shorouk Residences - Nasr City,19091631-010 02102,02 24705453
Cairo,Heliopolis,Pharmacy,Al-Hayat Pharmacies,,1 Abdel Aziz Fahmy - Gesr El-Suez - Heliopolis,10415415-010 62123,02 26361253
Cairo,Heliopolis,Pharmacy,Al-Hayat Pharmacies,,18 Nazih Khalifa in front of Ahram Metro Station - Korba - Heliopolis,010 50967535/6,02 24148497
Cairo,Heliopolis,Pharmacy,Al-Hayat Pharmacies,,21 Al-Ahram Street in front of Normandy Cinema - Korba - Heliopolis,02102572-010 02102,02 26903020
Cairo,Fifth Settlement,Pharmacy,Al-Sairafy Pharmacies,,Gamal Mall - Fourth Zone - Second District - Fifth Settlement - Cairo,19878,
Cairo,Maadi,Pharmacy,Al-Sairafy Pharmacies,,15 Badr Towers in front of Carrefour Maadi - Next to Cleopatra Ceramics - Maadi - Cairo,19878,
Cairo,Nasr City,Pharmacy,Al-Sairafy Pharmacies,,49 A Khader El-Touni Street - Eighth Zone - Nasr City - Cairo,19878,
Cairo,Fifth Settlement,Pharmacy,El-Tokhy Pharmacies,,Ninety Street next to Shell Egypt Gas Station (Inside Air Force Hospital),010 23383344,
Cairo,Nasr City,Pharmacy,El-Tayeby Pharmacies,,61 Mostafa El-Nahas Street next to Etisalat,16840,
Cairo,Heliopolis,Pharmacy,El-Tayeby Pharmacies,,2 Abdel Hamid Badawy Extension - Sheraton Residences,16840,
Cairo,Tebin,Pharmacy,El-Okaby Pharmacies,,Tahrir Street - Nile Corniche - Tebin,01211666568,02 25440282
Cairo,Maadi,Pharmacy,El-Okaby Pharmacies,,Fifty Street next to Kheir Zaman,01221153012,02 25162202
Cairo,Maasara,Pharmacy,El-Okaby Pharmacies,,Al-Rashash Street,01221153031,02 23765985
Cairo,Maasara,Pharmacy,El-Okaby Pharmacies,,Al-Silk Street,01221153036,02 23679864
Cairo,Maasara,Pharmacy,El-Okaby Pharmacies,,Tera't El-Khashab Street,01221153088,02 23767405
Cairo,Maasara,Pharmacy,El-Okaby Pharmacies,,Ezbet El-Hagana - Autostrad Entrance,01221153099,02 23602290
Cairo,Fifth Settlement,Pharmacy,Lotus Pharmacies,,Shop 1 - Fifth Settlement Service Center - New Cairo (In front of Al-Salam International Hospital),16310,
Cairo,Rehab City,Pharmacy,Lotus Pharmacies,,Shop D50 Eastern Market - Rehab,16310,
Cairo,El Shorouk,Pharmacy,Lotus Pharmacies,,Gate Mall next to Dar Misr - El Shorouk,16310,
Cairo,Maadi,Pharmacy,Lotus Pharmacies,,Fifty Street - Sector 13 - Zahraa Maadi,16310,
Cairo,Shubra,Pharmacy,Lotus Pharmacies,,Shubra Street - Santa Teresa - Shubra 170,16310,
Cairo,Nasr City,Pharmacy,Lotus Pharmacies,,Building 4 - Block 10 - Embassies District - Nasr City,16310,
Cairo,Madinaty,Pharmacy,Lotus Pharmacies,,Shop 60 Block 9 - Craft Zone - Madinaty,16310,
Cairo,Heliopolis,Pharmacy,Lotus Pharmacies,,Nakhla Al-Motee Street - Triumph 43 - Heliopolis,16310,
Cairo,Heliopolis,Pharmacy,Lotus Pharmacies,,Al-Hegaz Street - Heliopolis 123,16310,
Cairo,Downtown,Pharmacy,El-Lithy Pharmacies,,Khalifa Street in front of Hospital 957357,19008,
Cairo,Downtown,Pharmacy,El-Lithy Pharmacies,,Mohamed Farid Street - Next to Mohamed Naguib Metro Station 127 - Downtown,19008,
Cairo,Fifth Settlement,Pharmacy,Seha Pharmacies,,Fifth Settlement Service Center,16377,
Cairo,Fifth Settlement,Pharmacy,Seha Pharmacies,,Inside Nasayem Hospital - Next to Medical Park Building - Fifth Settlement,16377,
Cairo,Fifth Settlement,Pharmacy,Seha Pharmacies,,Medical Park 2 in front of New Cairo Court - Fifth Settlement,16377,
Cairo,Nasr City,Pharmacy,Seha Pharmacies,,Hassan Al-Maamoun - Al-Ahly Club 54 - Nasr City,16377,
Cairo,Madinaty,Pharmacy,Seha Pharmacies,,4 - B7 - Madinaty,16377,
Cairo,Giza,Pharmacy,Abdeen Pharmacies,,51 Rabie El-Gizy Street - Giza,010 18012444,
Cairo,Ataba,Pharmacy,Abdeen Pharmacies,,2 Sherif Pasha Street - Ataba,010 18719222,
Cairo,Maadi,Pharmacy,Abdeen Pharmacies,,2/11 Al-Nasr Street in front of Om Hassan,010 64541117,
Cairo,Maadi,Pharmacy,Abdeen Pharmacies,,63 Street 15 - Maadi Sarayat,012 25388008,
Cairo,Shubra,Pharmacy,Abdeen Pharmacies,,Shubra Street 57/55,010 18484449,
Cairo,Ghamra,Pharmacy,Abdeen Pharmacies,,237 Ramsis Street - Next to Mobil Gas Station,010 18017444,
Cairo,Nasr City,Pharmacy,Abdeen Pharmacies,,26 Batrawy Street - Abbas Al-Akkad in front of Genena Mall,010 00386234,
Cairo,Heliopolis,Pharmacy,Abdeen Pharmacies,,76 Al-Hegaz Street - Heliopolis Square,011 14470089,
Cairo,First Settlement,Pharmacy,Adel Pharmacies,,Banafseg Service Center - Shop 53,01099937878,02 23298000
Cairo,Maadi,Pharmacy,Adel Pharmacies,,Street 233 - Degla - Maadi 7,78636261-01013139,02 25166078
Cairo,Shubra,Pharmacy,Care Pharmacies,,32 A Shubra Street - Next to Dolly Cinema - Shubra,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,6 Shahid Sayed Zakaria Street - Sheraton,19757,
Cairo,First Settlement,Pharmacy,Care Pharmacies,,Plot 18 E - First Settlement Service Center - First Settlement,19757,
Cairo,Fifth Settlement,Pharmacy,Care Pharmacies,,Mercato Mall - Fifth District Service Center - Fifth Settlement,19757,
Cairo,Fifth Settlement,Pharmacy,Care Pharmacies,,306 South Ninety Street - Galaxy Mall - Fifth Settlement,19757,
Cairo,Fifth Settlement,Pharmacy,Care Pharmacies,,Hyde Park - Fifth Settlement,19757,
Cairo,Zawya Hamra,Pharmacy,Care Pharmacies,,180 Mansheyat El-Gamal Street - Next to Zawya Hamra Police Station - Zawya Hamra,19757,
Cairo,Zeitoun,Pharmacy,Care Pharmacies,,Al-Aziz Bellah Street - Zeitoun 27/35,19757,
Cairo,Zeitoun,Pharmacy,Care Pharmacies,,Abdel Rahman Nasr Street - Shop 42 No. 3 - Zeitoun,19757,
Cairo,Zeitoun,Pharmacy,Care Pharmacies,,Abdel Rahman Nasr Street - Shop 42 No. 3 - Zeitoun,19757,
Cairo,Abbassia,Pharmacy,Care Pharmacies,,83 Abbassia Street - Next to Development and Housing Bank - Abbassia,19757,
Cairo,Marg,Pharmacy,Care Pharmacies,,187 Zakat Foundation Street - Next to Tabarak Hospital - Marg,19757,
Cairo,Maadi,Pharmacy,Care Pharmacies,,10060 Carrefour Street - Al-Maarag Al-Olwy - Maadi,19757,
Cairo,Maadi,Pharmacy,Care Pharmacies,,29 R Al-Zahraa Street - Elico Buildings - Zahraa Maadi,19757,
Cairo,Maadi,Pharmacy,Care Pharmacies,,87 Street 9 - In front of Maadi Metro Station - Maadi,19757,
Cairo,Mokattam,Pharmacy,Care Pharmacies,,Street 9 - 8906 Upper Plateau Zone - Mokattam,19757,
Cairo,Hadayek El-Qobba,Pharmacy,Care Pharmacies,,19 A Wali El-Ahd Street - Hadayek El-Qobba,19757,
Cairo,Helwan,Pharmacy,Care Pharmacies,,30 Mohamed Sayed Ahmed Street - Next to Etisalat - Helwan,19757,
Cairo,Dar El-Salam,Pharmacy,Care Pharmacies,,76 Fayoum Street - Next to Tabarak Hospital - Dar El-Salam,19757,
Cairo,Shubra,Pharmacy,Care Pharmacies,,196 Shubra Street - In front of Etisalat Branch - Shubra,19757,
Cairo,Shubra,Pharmacy,Care Pharmacies,,106 Shubra Street - Rod El-Farag Metro Station,19757,
Cairo,Ain Shams,Pharmacy,Care Pharmacies,,139 current (121 former) Ahmed Esmat Street - Ain Shams,19757,
Cairo,Nasr City,Pharmacy,Care Pharmacies,,318 Al-Mithaq Street - Zahraa Nasr City,19757,
Cairo,Nasr City,Pharmacy,Care Pharmacies,,Thawra Street - Signal Headquarters - Nasr City,19757,
Cairo,Nasr City,Pharmacy,Care Pharmacies,,2 Samir Abdel Raouf Street - Makram Ebeid Extension - Nasr City - In front of Tawheed Wal Nour,19757,
Cairo,Nasr City,Pharmacy,Care Pharmacies,,101 Aviation Street - In front of Ministry of Defense Gate - Nasr City,19757,
Cairo,Nasr City,Pharmacy,Care Pharmacies,,8 Al-Sawwaf Street intersection with Metwally El-Shaarawy - Tenth District - Nasr City,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Alf Maskan Square - Farid Semika Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Sheraton Airport Residences - Second Zone Building 7 - Shop 7,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Shop 2 - Building 54 Farid Semika Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,33 Al-Maqrizy Street - Mansheyat El-Bakry - Cairo,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Badr Division - New Nozha,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,91 Aziz El-Masry Street - formerly Gesr El-Suez,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,90 Abu Bakr El-Siddiq Street - Galaa Club - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,80 Selim El-Awal Street - Helmeyat Zeitoun,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,5 Al-Merghany Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,58 Al-Hegaz Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Abdel Rahman Al-Rafei Street 52 parallel to Abdel Hamid Badawy - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,28 Beirut Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Gesr El-Suez Street - Unit 2171,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,19 Al-Safa Street - Sheraton Residences - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,17 Farid Semika Street - Nozha,,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,17 Farid Semika Street - Nozha - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Omar Ibn Al-Khattab Tivoli Shop 115 No. 1,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Mohamed Refaat Historian Street 10 - New Nozha,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,97 Al-Montazah Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,50 Al-Horreya Street - Shop 2 - Square Plot 7 - Heliopolis - 416,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,121 Al-Merghany Street - Heliopolis,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Khaled Ibn Al-Walid Street - Sheraton 10,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Outer Wall of Aerosport Club overlooking main street of Aviation Ministry,19757,
Cairo,Heliopolis,Pharmacy,Care Pharmacies,,Khaled Ibn Al-Walid Street - Sheraton 10,19757,
Cairo,Downtown,Pharmacy,Care Pharmacies,,45 Al-Gomhoreya Street - In front of Kakhya Mosque - Abdeen,19757,
Cairo,Downtown,Pharmacy,Care Pharmacies,,230 Port Said Street in front of Khedivial School - Sayeda Zeinab,19757,
Cairo,Downtown,Pharmacy,Care Pharmacies,,6 Bahgat Ali Street - Zamalek,19757,
Cairo,Third Settlement,Pharmacy,Misr Pharmacies,,Cordoba Mall - Al-Husseini Markets - Fifth Local - Third Settlement - New Cairo,19110,
Cairo,Fifth Settlement,Pharmacy,Misr Pharmacies,,Fifth Settlement Service Center Street 79 Building 2 Life Mall,19110,
Cairo,Fifth Settlement,Pharmacy,Misr Pharmacies,,Fifth Settlement - Building 253 North Ninety,19110,
Cairo,Zamalek,Pharmacy,Misr Pharmacies,,B Hassan Sabry Street - Zamalek 11,19110,
Cairo,El Shorouk,Pharmacy,Misr Pharmacies,,Building 9 City Center Buildings,19110,
Cairo,El Shorouk,Pharmacy,Misr Pharmacies,,Al-Sadat Street - El Shorouk 2,19110,
Cairo,Abbassia,Pharmacy,Misr Pharmacies,,Shop B1 - B2 Khan Abbassia Center - Abbassia Square,19110,
Cairo,Matareya,Pharmacy,Misr Pharmacies,,Matareya - Al-Dagwy Street at Al-Matrawy Street,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,,20 Street 87 in front of Lycée Al-Horreya School - Maadi,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,,Next to Pitcho Compound - Next to Carrefour Maadi,19110,
Governorate,City,Service Provider Type,Service Provider Name,Specialty,Address,Phone 1,Phone 2
Cairo,Maadi,Pharmacy,Misr Pharmacies,,Palestine Street off Al-Nasr Street 1,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,,Zahraa Maadi Entrance - Rehana Residence Building - Maadi,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,,Maadi City Center on Ring Road,19110,
Cairo,Mokattam,Pharmacy,Misr Pharmacies,,Plot 400 Street 9 next to Credit Agricole Bank,19110,
Cairo,Gesr El-Suez,Pharmacy,Misr Pharmacies,,Gesr El-Suez - Alf Maskan Square 275,19110,
Cairo,Hadayek El-Qobba,Pharmacy,Misr Pharmacies,,Wali El-Ahd Street 351,19110,
Cairo,Helmeyat Zeitoun,Pharmacy,Misr Pharmacies,,Helmeyat Zeitoun Square - 21 Ibn Al-Hakam Street,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,,Shubra Street next to Masarra Metro Station 77 - Shubra,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,,Shubra Street - in front of Omar Ibn Al-Khattab Mosque 249,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,,127 Shubra Street - Shubra Roundabout - after Rod El-Farag Metro,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,,282 Shubra Street - Al-Mazallat,19110,
Cairo,Shubra,Pharmacy,Misr Pharmacies,,130 Shubra Street,19110,
Cairo,15th of May City,Pharmacy,Misr Pharmacies,,Third Neighborhood - Commercial Center - Businessmen District - next to Al-Firdaws Mosque - 15th of May,19110,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,,Rabaa Investment Buildings - First 14 Al-Nozha Street - Clock Square,19110,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,,43 Abbas Al-Akkad Street,19110,
Cairo,Nasr City,Pharmacy,Misr Pharmacies,,Abdullah Al-Arabi - Extension of Aviation Street 15 next to National Bank - Nasr City,19110,
Cairo,Madinaty,Pharmacy,Misr Pharmacies,,Shop 10 - Chill Out Service Complex - before Madinaty Gate 1 - Suez Road,19110,
Cairo,Heliopolis,Pharmacy,Misr Pharmacies,,Omar Ibn Al-Khattab Street - Sheraton Heliopolis 12 - Ministers Square - Square 1153,19110,
